"year","qb","offense_play","passes","ed_epa","ld_epa","pass_epa","rush_epa","sr","er","sack_rate","epa_to","epa_play","want"
"34",2014,"C. Sokol","Louisiana Tech",409,0.157099901545486,0.112001573419753,66.3620826572243,-0.836095260414321,0.452954048140044,0.291028446389497,0.039906103286385,-52.1923198707797,0.143382904588206,1
"35",2014,"C. Stewart","BYU",340,0.083062568278468,0.223554326354919,48.5350808959924,1.80529116937383,0.428571428571428,0.309523809523809,0.0581717451523545,-42.4320338054582,0.119858028727062,1
"36",2014,"C. Stoudt","Clemson",298,-0.13498163120728,-0.0781597036125553,-36.1220599618538,-6.99532087301403,0.38692098092643,0.217983651226158,0.053968253968254,-35.7480628056453,-0.117486051321166,1
"37",2014,"C. Trickett","West Virginia",416,0.114848848531306,-0.0606004900408395,21.8270607735773,6.97320229798982,0.442013129102844,0.301969365426696,0.0566893424036281,-54.0528000728646,0.0630202693032102,1
"38",2014,"C. Voytik","Pittsburgh",255,0.105846195624925,0.0876553125053367,27.3412200853305,7.56502238146711,0.494252873563218,0.310344827586207,0.0659340659340659,-37.6724345538955,0.100305294444821,1
"39",2014,"C. Whitmer","UConn",217,-0.194684328622717,0.0100631412899969,-34.6136557796832,-4.03176963849872,0.368965517241379,0.231034482758621,0.103305785123967,-58.4721095008987,-0.133260087648903,1
"40",2014,"D. Etling","Purdue",159,-0.134833299839632,-0.0939990479379778,-30.0477213020746,6.77311985457109,0.359375,0.244791666666667,0.0701754385964911,-12.034210738207,-0.12122188253908,1
"41",2014,"D. Evans","Tulsa",449,0.0664750783376519,-0.207655030785021,-11.809052693513,2.7147012044772,0.422562141491396,0.273422562141491,0.048728813559322,-77.9860350312631,-0.0173888173786535,1
"42",2014,"D. Gardner","Michigan",282,-0.0963798807100976,-0.237078404871659,-66.0482640493745,13.1028805767963,0.455263157894737,0.302631578947368,0.0784313725490196,-80.6714871893761,-0.139329956506785,1
"43",2014,"D. Garman","Oklahoma State",272,-0.0995087801845622,-0.205884888276322,-42.3798938483619,-0.124494793079421,0.376506024096386,0.271084337349398,0.0993377483443709,-57.3069785360539,-0.128025266992293,1
"44",2014,"D. Garretson","Utah State",132,0.229008406972681,-0.478392725508237,2.04668532947468,2.36471974525623,0.422818791946309,0.268456375838926,0.0638297872340426,-21.2297990455069,0.0296067454679927,1
"45",2014,"D. Hare","Northern Illinois",325,0.0587564226042867,0.533573571216227,53.0280277305428,36.6027365582679,0.467908902691511,0.287784679089027,0.0327380952380952,-30.7873920650485,0.185570940556544,1
"46",2014,"D. Jackson","Rice",317,0.140515746349565,0.156367497589638,57.8811550212434,5.63250904844636,0.446224256292906,0.31578947368421,0.0758017492711371,-32.7399654648868,0.145340192379153,1
"47",2014,"D. Prescott","Mississippi State",403,0.169696929177475,0.286289269672817,77.6890663720221,44.7140195864832,0.501639344262295,0.314754098360656,0.0472813238770685,-55.095049930229,0.200660796653287,1
"48",2014,"D. Thompson","South Carolina",444,0.098021517604633,0.135684553479383,64.2013394285797,-9.66086596520766,0.438976377952756,0.305118110236221,0.0472103004291846,-60.3917942662428,0.107363136738921,1
"49",2014,"D. Vick","Ohio",158,0.19081746131399,-0.182877171209914,-0.305746445054764,20.8815196101008,0.485477178423236,0.29045643153527,0.0650887573964497,-28.8682776397615,0.0853766521371206,1
"50",2014,"D. Watson","Clemson",134,0.324077487039072,0.719588711609308,68.0540420923009,16.82275149415,0.520408163265306,0.357142857142857,0.049645390070922,-6.21916905061436,0.433044865236994,1
"51",2014,"D. Webb","Texas Tech",342,0.128399134141443,0.0874693541009673,40.1413997631181,2.27020919001701,0.445682451253482,0.306406685236769,0.0115606936416184,-64.7916833408569,0.118138186498984,1
"52",2014,"E. Golson","Notre Dame",422,0.0436486008486903,0.16053853460121,46.4571886935276,-5.61534577744906,0.456928838951311,0.316479400749064,0.0580357142857142,-105.231144546729,0.0764828519027689,1
"53",2014,"F. Knighten","Arkansas State",426,0.00576903705078978,0.152078792631331,44.0662043876407,-13.9150310632604,0.429245283018868,0.279874213836478,0.0637362637362638,-65.9040244405691,0.047407505227013,1
"54",2014,"G. Grayson","Colorado State",390,0.222849936859047,0.424653687673384,126.452483314458,-4.50148375620692,0.466216216216216,0.349099099099099,0.0556900726392252,-31.8901260027981,0.274664413419485,1
"55",2014,"G. Hedrick","Boise State",411,0.251719115680501,0.0182304340508487,80.4985533523819,24.6162770620374,0.485865724381626,0.328621908127208,0.0594965675057208,-63.9545306317427,0.185715248082013,1
"56",2014,"G. Kiel","Cincinnati",359,0.246886820280156,0.157162672274504,89.1925105031499,2.94724289246513,0.48433734939759,0.342168674698795,0.0297297297297297,-59.5690535021272,0.222023502158108,1
"57",2014,"G. Krstich","SMU",177,-0.228957434639259,-0.0276844220859892,-35.2709503665777,-0.524975083965808,0.368663594470046,0.216589861751152,0.082901554404145,-27.757263771723,-0.16495818179974,1
"58",2014,"G. Lambert","Virginia",255,-0.149747961396836,-0.0459436188209539,-18.7673905756192,-14.1752796292992,0.368965517241379,0.26551724137931,0.0413533834586466,-51.3585481177105,-0.113595414499719,1
"59",2014,"G. Nova","Rutgers",325,0.0716234008212094,0.0934415826956348,23.5825614258658,5.73264233978255,0.443243243243243,0.302702702702703,0.0524781341107872,-59.7066119721273,0.0792302804476982,1
"60",2014,"G. Ward","Houston",260,0.0801265358544001,0.447007033010269,41.7473310636606,25.0682961331808,0.460106382978723,0.305851063829787,0.0747330960854092,-35.4858340212884,0.177701136161812,1
"61",2014,"H. Mason","Georgia",275,0.181117995024222,0.311480436683868,63.2050819070293,6.51414758502029,0.506289308176101,0.323899371069182,0.0582191780821918,-20.370975538754,0.219242860037892,1
"62",2014,"I. Woolsey","Hawai'i",328,-0.0816940026781425,-0.256782066259687,-63.4786478790616,3.26583340239831,0.345971563981043,0.244075829383886,0.0914127423822715,-70.0284734215948,-0.142684394494463,1
"63",2014,"J. Barrett","Ohio State",312,0.139514205445958,0.475765597865093,49.1502511464368,58.8964603242848,0.497907949790795,0.307531380753138,0.0686567164179104,-61.878250885982,0.226039145336238,1
"64",2014,"J. Brissett","NC State",369,0.0896532459817008,0.125844149647835,11.7094347690976,37.4856082321747,0.456211812627291,0.313645621181263,0.0681818181818181,-43.6565421814769,0.100193570267357,1
"65",2014,"J. Dobbs","Tennessee",174,0.0259875536129423,0.220226357326745,-1.49709259449097,23.2635552238112,0.476534296028881,0.285198555956679,0.0645161290322581,-32.0096128385745,0.0785792874704702,1
"66",2014,"J. Driskel","Florida",210,-0.143557952572283,-0.294126850496412,-56.5508980454547,3.83641996145727,0.389891696750902,0.205776173285199,0.0410958904109589,-43.0372816150104,-0.190304975032482,1
"67",2014,"J. Goff","California",499,0.174830004564955,0.27409048660106,112.710371286621,-1.63660886696534,0.481012658227848,0.327305605786619,0.0477099236641221,-50.373819230433,0.200856713236266,1
"68",2014,"J. Gray","San José State",267,0.0334191423177381,0.465037422502434,39.7360454653397,11.3296835597915,0.474522292993631,0.296178343949045,0.039568345323741,-45.8474793353571,0.162629710271118,1
"69",2014,"J. Holman","UCF",386,-0.0151250858672568,0.179918324180071,13.2205163020497,11.2796854414199,0.444444444444444,0.284848484848485,0.0631067961165049,-69.5044208207795,0.0494953570575144,1
"70",2014,"J. Johnson","Florida Atlantic",222,0.119685159720652,0.154473967340937,31.8979838051893,8.81830036682164,0.432692307692308,0.304487179487179,0.038961038961039,-21.5734831897036,0.130500910807727,1
"71",2014,"J. Knapke","Bowling Green",478,-0.0765134169656013,-0.179627168707498,-62.2485285600767,3.71457444511848,0.363970588235294,0.233455882352941,0.0382293762575452,-63.5222916220294,-0.107599180358379,1
"72",2014,"J. Licata","Buffalo",342,0.17979619117225,0.187708083745201,60.6328262115321,7.88040931512319,0.470744680851064,0.300531914893617,0.0446927374301676,-47.1225606299772,0.182216051932594,1
"73",2014,"J. Mccrary","Vanderbilt",161,-0.115148172541907,0.144481340399709,-13.6575176696797,6.14480310319028,0.417112299465241,0.294117647058824,0.0359281437125748,-46.2206282004165,-0.0401749442058256,1
"74",2014,"J. Milas","Ball State",202,0.0705461216651604,0.0897507979882366,10.8124321985042,6.80218506337137,0.427947598253275,0.314410480349345,0.0241545893719807,-25.3570296470199,0.0769197260343909,1
"75",2014,"J. O'korn","Houston",173,-0.231549219850026,-0.11926096808083,-39.6891408257227,-0.928865885611734,0.346341463414634,0.234146341463415,0.0494505494505494,-39.5624758903833,-0.19813661810407,1
"76",2014,"J. Rudock","Iowa",341,0.0190498030955435,0.205820043163847,23.5373289580661,9.07543263399998,0.411764705882353,0.276960784313725,0.0527777777777778,-48.3806176214221,0.0799332391962404,1
"77",2014,"J. Showers","UTEP",283,-0.0300023835483245,0.0836679309017778,-16.9904589252642,22.5327692497093,0.382978723404255,0.257978723404255,0.0439189189189189,-32.8154099866962,0.0147401870330987,1
"78",2014,"J. Sprague","Ohio",197,-0.125381742686483,0.0160526810452696,-31.4102703275165,9.02640109980775,0.377862595419847,0.251908396946565,0.0574162679425837,-22.8344667679742,-0.0854346153729343,1
"79",2014,"J. Stave","Wisconsin",202,-0.116218317933339,0.0565005169445294,-12.6303138934124,0.597288153584633,0.4,0.283720930232558,0.0471698113207547,-35.5208406471346,-0.0559675615805941,1
"80",2014,"J. Thomas","Georgia Tech",186,0.18124263644158,0.41495024612831,52.0687415119839,39.5541807052136,0.462566844919786,0.331550802139037,0.0461538461538461,-39.3624772189969,0.244981075447052,1
"81",2014,"J. Waters","Kansas State",397,0.193343634132339,0.356247268225399,118.292688146015,12.3189521066375,0.501818181818182,0.334545454545454,0.0702576112412178,-39.7344317418725,0.237475709550277,1
"82",2014,"J. Winston","Florida State",467,0.123323078318596,0.339281367896815,78.5411011608178,12.4271032066692,0.509541984732824,0.32442748091603,0.0351239669421487,-86.3947059004244,0.173603443449403,1
"83",2014,"J. Wolford","Wake Forest",358,-0.176333266425089,-0.253203704380121,-79.2630886651164,-13.1727606603293,0.377440347071583,0.232104121475054,0.11166253101737,-64.3449349486017,-0.200511603742832,1
"84",2014,"J. Worley","Tennessee",250,-0.189594240586879,-0.0515372646485422,-49.2323584151287,5.31301434863472,0.379661016949152,0.254237288135593,0.103942652329749,-56.3107646636918,-0.148879132428793,1
"85",2014,"K. Allen","Texas A&M",191,0.0516464376317304,-0.00444465865082156,-3.39333711475793,11.2218143279378,0.418181818181818,0.277272727272727,0.0591133004926108,-25.4670858401478,0.035583987332636,1
"86",2014,"K. Ellison","Georgia Southern",126,0.170002261487747,0.176349893849361,6.1398847265409,44.675899998038,0.472972972972973,0.293918918918919,0.0381679389312977,-23.1780827674728,0.171674948393848,1
"87",2014,"K. Hill","Texas A&M",319,0.208532392650364,0.0619883533041383,67.5117101689637,-3.01950062540877,0.495934959349593,0.295392953929539,0.0420420420420419,-32.2776241314149,0.17477563561939,1
"88",2014,"K. Hogan","Stanford",335,0.175846073806127,-0.0460200938262659,45.7718996039365,2.74468819071787,0.484560570071259,0.330166270783848,0.0563380281690141,-49.1332284983998,0.115241301174951,1
"89",2014,"K. Myers","Utah State",118,0.0554708274179466,-0.0783239897986854,-18.1066706816512,20.856734984527,0.434285714285714,0.297142857142857,0.106060606060606,-25.6730476294578,0.0157146531592903,1
"90",2014,"K. Pearson","Air Force",167,0.0903454558082762,0.156599738810933,45.9615184061442,-8.82341721548672,0.445103857566766,0.287833827893175,0.0511363636363636,-32.4584668939128,0.110202080684443,1
"91",2014,"K. Pohl","Akron",370,-0.00611936452458745,-0.433806597249048,-36.0100898244918,-8.02122739200925,0.423076923076923,0.274038461538461,0.0439276485788114,-49.6416659660116,-0.105844512539666,1
"92",2014,"K. Reynolds","Navy",103,0.00344068335797704,-0.13101017389759,-25.2303961218996,15.7304411734103,0.450920245398773,0.257668711656442,0.148760330578512,-56.8174451368872,-0.0291409660996603,1
"93",2014,"L. Falk","Washington State",239,0.0557401799057617,0.0711128188608349,24.5228480801482,-8.07209596234336,0.469090909090909,0.323636363636364,0.06640625,-42.8231058421492,0.0598209167920175,1
"94",2014,"L. Jordan","New Mexico",111,-0.067883346337267,0.0632012825786925,-1.96878206727782,-3.81304042159663,0.360869565217391,0.252173913043478,0.0512820512820513,-29.7595712467586,-0.0251383586472802,1
"95",2014,"L. Woodside","Toledo",266,0.105135687195831,0.296324159585734,58.4462960476248,-6.90749134831504,0.451923076923077,0.323717948717949,0.0291970802919708,-33.0302373119905,0.165188476600352,1
"96",2014,"M. Bercovici","Arizona State",118,0.370806556841789,0.0669744687877375,34.8678681218959,2.02332858373057,0.449275362318841,0.340579710144927,0.0634920634920635,-3.70452122635024,0.267327512359612,1
"97",2014,"M. Brewer","Virginia Tech",431,-0.13502779368407,-0.0217263703006695,-62.6775658362815,14.4342501131848,0.394117647058823,0.256862745098039,0.0670995670995671,-80.7846666244251,-0.0945947367119544,1
"98",2014,"M. Cozart","Kansas",123,-0.437951458843734,-0.0453630437775822,-43.1640643384488,-9.09159618132566,0.298850574712644,0.189655172413793,0.075187969924812,-25.6684963588444,-0.300319888044681,1
"99",2014,"M. Cummings","Kansas",243,0.083854529683865,-0.149668429120926,13.2264591518904,-12.2185115420049,0.387096774193548,0.261290322580645,0.0653846153846154,-17.7403498549605,0.00325144390285654,1
"100",2014,"M. Davis","SMU",158,-0.271648483416901,0.0997547993813816,-71.4554864598681,26.309429515247,0.368421052631579,0.233082706766917,0.107344632768362,-42.5825019424637,-0.169722018588801,1
"101",2014,"M. Johns","Virginia",161,-0.00491903824021499,0.0412953257321652,-5.16931074927042,6.99577422568151,0.420765027322405,0.295081967213115,0.0182926829268293,-25.6729477624514,0.0099806747344869,1
"102",2014,"M. Leidner","Minnesota",237,0.0867421985993251,-0.101270518543384,-10.5258210339274,18.0488818497591,0.422651933701657,0.279005524861878,0.07421875,-51.2835451374709,0.0207819359553361,1
"103",2014,"M. Mariota","Oregon",443,0.43221895861672,0.472015679706553,172.943451714538,82.2914604341436,0.531141868512111,0.368512110726643,0.0654008438818565,-22.6405021328488,0.441582892990799,1
"104",2014,"M. Mauk","Missouri",413,-0.0605266346853144,0.12288884922124,-26.4613171832246,22.0724321303458,0.406909788867563,0.28214971209213,0.0527522935779816,-58.502382845307,-0.00842396363316472,1
"105",2014,"M. White","South Florida",241,-0.101319106221382,0.134151913435792,-1.03982774454671,-4.41752610710912,0.381481481481482,0.296296296296296,0.05859375,-39.142066342297,-0.0202124216727994,1
"106",2014,"M. Williams","North Carolina",423,0.103870297956318,0.0248943331413514,19.5279739016393,30.7434990601806,0.462540716612378,0.301302931596091,0.0579064587973275,-61.4634616270132,0.0818753631299999,1
"107",2014,"N. Arbuckle","Georgia State",386,-0.107405434774709,0.538785922237814,44.499157851182,-7.21036932145969,0.434878587196468,0.32008830022075,0.0676328502415459,-91.903705863666,0.0823152064673781,1
"108",2014,"N. Marshall","Auburn",289,0.17577563089314,0.291661537178301,68.9265283114069,22.2090656724398,0.461538461538461,0.328054298642534,0.0462046204620462,-45.7234856864078,0.206189126660287,1
"109",2014,"N. Mullens","Southern Miss",346,-0.0069310703088593,-0.0441785088895334,-8.69769029797462,2.43527300142885,0.407124681933842,0.272264631043257,0.0520547945205479,-50.9250199213121,-0.0159349040624575,1
"110",2014,"N. Sudfeld","Indiana",127,0.26760985210122,-0.245744518166038,11.4985316221158,5.85334005101222,0.483870967741935,0.270967741935484,0.0378787878787879,-5.38099317459448,0.111947559181471,1
"111",2014,"O. Mann","Ball State",191,0.0150464137346666,0.0899383747280999,32.0584913743899,-23.2510743727733,0.454954954954955,0.288288288288288,0.0353535353535354,-19.6519657415794,0.0396730495568315,1
"112",2014,"P. Lynch","Memphis",407,0.0179758268746934,-0.0434371399909277,1.61595820376023,-0.840882276990381,0.445945945945946,0.295366795366795,0.030952380952381,-79.7063961190728,0.00149628557291481,1
"113",2014,"P. Mahomes","Texas Tech",182,0.0455668359943602,0.413841005451517,43.5950269460829,-10.7410640024823,0.425438596491228,0.307017543859649,0.0471204188481675,-34.1178525562288,0.144096328700003,1
"114",2014,"P. Thomas","UL Monroe",486,-0.0743455358772528,-0.167655293903983,-63.7924830241695,3.06002622862225,0.384228187919463,0.224832214765101,0.0830188679245282,-44.26179052031,-0.101900095294542,1
"115",2014,"P. Towles","Kentucky",384,0.0202976492127348,-0.194184860365462,-55.1927256528257,31.1637178854817,0.380681818181818,0.257575757575757,0.0878859857482185,-38.9440791385069,-0.0455094844078483,1
"116",2014,"P. Walker","Temple",378,-0.0775418564473865,-0.580050121233657,-87.9232415810722,-15.4355996264643,0.367768595041322,0.223140495867768,0.050251256281407,-90.980355063753,-0.21355132480896,1
"117",2014,"Q. Kaehler","San Diego State",302,-0.153519897080613,-0.0849410743863275,-42.9224253890543,0.676562476230922,0.409785932721712,0.269113149847095,0.0621118012422361,-61.7733234902935,-0.129192241323619,1
"118",2014,"R. Bell","Eastern Michigan",168,0.0472161307630143,-0.235300559678665,-7.61465768258203,-0.258365131237491,0.409722222222222,0.302083333333333,0.106382978723404,-45.7292484374226,-0.0273368847702066,1
"119",2014,"R. Bonnafon","Louisville",117,-0.158076150168294,-0.20311651713414,-39.6091306332923,7.45863458549736,0.367021276595745,0.271276595744681,0.145985401459854,-33.4429076834728,-0.171013276849973,1
"120",2014,"R. Cato","Marshall",427,0.129731944417935,0.41142494732304,73.8115165532524,30.9214873838247,0.5,0.349609375,0.0447427293064877,-72.9444553748629,0.204556648314603,1
"121",2014,"R. O'toole","Illinois",197,-0.027793307453545,-0.250518147188842,-35.0901893475281,8.26565703332808,0.421232876712329,0.236301369863014,0.0963302752293578,-50.0760663531807,-0.0918648366924661,1
"122",2014,"S. Bench","South Florida",100,-0.268058825846581,0.397635927213418,-6.76461302336168,4.29466360673821,0.379310344827586,0.258620689655172,0.0654205607476636,-5.69585215527026,-0.021292667384685,1
"123",2014,"S. Carden","East Carolina",613,0.104258338550703,0.278171763585519,111.190238358088,-9.20135980855044,0.498587570621469,0.320621468926554,0.0496124031007752,-69.5465822865058,0.144052088346805,1
"124",2014,"S. Howard","West Virginia",109,0.202871365566666,-0.106189677283315,4.00405616770899,10.2096510075251,0.412213740458015,0.312977099236641,0.0353982300884955,-7.34031561400799,0.108501581490336,1
"125",2014,"S. Liufau","Colorado",484,-0.0124039957700569,0.188954708116063,12.3019919560808,12.6656775928548,0.458333333333333,0.284420289855073,0.0377733598409542,-88.7432898158246,0.0452312854147383,1
"126",2014,"S. Mannion","Oregon State",442,-0.0455378675324364,-0.171562235198834,-37.2434906837115,-2.24432704241393,0.420081967213115,0.264344262295082,0.0714285714285714,-50.3907019650085,-0.0809176592748473,1
"127",2014,"S. Richardson","Iowa State",449,-0.00311250593627952,0.0287773297507519,-29.4214423030964,32.8966867840321,0.421602787456446,0.277003484320557,0.0547368421052631,-50.1988922824023,0.00605443289361622,1
"128",2014,"T. Armstrong","Nebraska",342,-0.047379198665415,0.0998412369599792,-8.45260024797903,7.11509293218573,0.404123711340206,0.284536082474227,0.0526315789473685,-82.756096249403,-0.00275774704287275,1
"129",2014,"T. Boykin","TCU",490,0.10483614035382,0.0979973914733089,49.134045056199,17.1039122255938,0.47196261682243,0.283489096573209,0.0448343079922027,-64.8380355988859,0.103174388289397,1
"130",2014,"T. Broadway","Louisiana",342,0.0485577479815682,-0.0487941991872153,-22.7715857244471,33.6661039123602,0.447638603696099,0.287474332648871,0.0630136986301371,-48.0981618231519,0.0223706738971521,1
"131",2014,"T. Carter","UTSA",167,-0.0899374586157797,-0.189269270263782,-20.8884779265043,-4.83349468045714,0.415094339622641,0.235849056603774,0.0617977528089887,-26.0340480558423,-0.121330059466799,1
"132",2014,"T. Harris","Florida",109,-0.0125290531296408,0.0427714439414826,5.30704579205338,-3.82689966081163,0.362637362637363,0.291208791208791,0.0603448275862069,-33.107398339761,0.00813267105077892,1
"133",2014,"T. Heinicke","Old Dominion",405,0.0870685236611214,0.43438399097474,53.2831524234235,28.8854016659556,0.467775467775468,0.30977130977131,0.0603248259860789,-49.9141092749192,0.170828594780414,1
"134",2014,"T. Hill","BYU",131,0.083526751553941,0.350925089098177,-9.5600900633258,40.8882585246349,0.502325581395349,0.297674418604651,0.096551724137931,-23.2671074913334,0.145712411447949,1
"135",2014,"T. Hunt","Syracuse",145,-0.00526170645751355,-0.24754399101571,-25.1165122335119,10.0223218505488,0.388888888888889,0.267676767676768,0.0202702702702703,-29.5297181087538,-0.0762332847624399,1
"136",2014,"T. Jones","Texas State",366,0.0618458334617501,-0.105956271595106,8.30500258060014,0.124248525554836,0.445920303605313,0.261859582542695,0.0663265306122449,-52.5490743526717,0.015994783882647,1
"137",2014,"T. Kelly","Arizona State",274,0.154849172360996,-0.118345563310763,16.5709335267532,9.93409707016691,0.416893732970027,0.29700272479564,0.0927152317880794,-17.4435775162717,0.0722207918172211,1
"138",2014,"T. Knight","Oklahoma",315,0.143796182204554,-0.244581403537109,4.08450421254595,9.82140948318185,0.446475195822454,0.308093994778068,0.0247678018575851,-54.6061792705455,0.0363078686572527,1
