"qb","school","bin","epa","cpoe","passes"
"1246","Jaron-Keawe Sagapolutele","California","BR",-7.1510237455368,13.1858825683594,9
"1247","Jaron-Keawe Sagapolutele","California","DC",6.69443202018738,13.6320541302363,3
"1248","Jaron-Keawe Sagapolutele","California","DL",1.91133081912994,3.02010148763657,5
"1249","Jaron-Keawe Sagapolutele","California","DR",5.4197553396225,32.8767769038677,4
"1250","Jaron-Keawe Sagapolutele","California","MC",-3.10175222158432,-22.7858180801074,3
"1251","Jaron-Keawe Sagapolutele","California","ML",5.98836386203766,-8.41401708977563,14
"1252","Jaron-Keawe Sagapolutele","California","MR",3.24463391304016,-4.19216553370158,6
"1253","Jaron-Keawe Sagapolutele","California","SC",-1.86042267084122,0.604872192655291,7
"1254","Jaron-Keawe Sagapolutele","California","SL",8.21941594779491,-2.56945371627808,20
"1255","Jaron-Keawe Sagapolutele","California","SR",-8.31322753429413,-7.15505993541549,17
"1256","Jason Wright","Buffalo","BC",-1.86734366416931,-25.2320975065231,2
"1257","Jason Wright","Buffalo","BL",-1.49274754524231,14.1464382410049,2
"1258","Jason Wright","Buffalo","BR",-0.837750792503357,12.7775222063065,2
"1259","Jason Wright","Buffalo","DC",-1.21158313751221,-38.5391533374786,1
"1260","Jason Wright","Buffalo","DL",-0.735210537910461,-15.8280766010284,5
"1261","Jason Wright","Buffalo","DR",14.8242325782776,66.5474434693654,3
"1262","Jason Wright","Buffalo","MC",1.74555516242981,-12.9034996032715,2
"1263","Jason Wright","Buffalo","ML",-1.82425963878632,-21.8034418299794,4
"1264","Jason Wright","Buffalo","MR",-0.548691391944885,-4.94026951491833,6
"1265","Jason Wright","Buffalo","SC",-2.97125220298767,-28.6749105900526,4
"1266","Jason Wright","Buffalo","SL",-3.93403010070324,-18.6632553381579,7
"1267","Jason Wright","Buffalo","SR",-3.76590752601624,-11.6090608139833,12
"1268","Jason Wright","Buffalo",NA,-1.1928186416626,-7.81561732292175,1
"1269","Jaxon Smolik","Temple","BL",-1.47168171405792,12.7460231383642,6
"1270","Jaxon Smolik","Temple","BR",-0.793314456939697,-87.6637279987335,1
"1271","Jaxon Smolik","Temple","ML",0.0251110792160034,-19.6117053429286,3
"1272","Jaxon Smolik","Temple","SC",-0.269003108143806,-7.01634089152018,3
"1273","Jaxon Smolik","Temple","SL",3.54648095369339,-7.35459380916187,7
"1274","Jaxon Smolik","Temple","SR",-0.147578358650208,-20.8422720432281,2
"1275","Jay Kastantin","Bowling Green","BC",-1.25643420219421,-13.7364983558655,2
"1276","Jay Kastantin","Bowling Green","BL",-0.593935251235962,13.156421482563,4
"1277","Jay Kastantin","Bowling Green","BR",3.02980786561966,7.53427531038012,14
"1278","Jay Kastantin","Bowling Green","DC",2.32908236980438,21.4146852493286,3
"1279","Jay Kastantin","Bowling Green","DL",0.344468355178833,-30.2930951118469,1
"1280","Jay Kastantin","Bowling Green","DR",-1.74143314361572,-40.8202573657036,2
"1281","Jay Kastantin","Bowling Green","MC",4.98722076416016,11.5608096122742,4
"1282","Jay Kastantin","Bowling Green","ML",0.394222140312195,24.7940745204687,2
"1283","Jay Kastantin","Bowling Green","MR",4.3854603767395,3.07977378368378,5
"1284","Jay Kastantin","Bowling Green","SC",1.81502121686935,6.84814857585089,7
"1285","Jay Kastantin","Bowling Green","SL",2.85700082778931,-30.4717028141022,5
"1286","Jay Kastantin","Bowling Green","SR",3.65882548689842,18.369116701863,11
"1287","Jay Kastantin","Bowling Green",NA,1.4423942565918,28.3810377120972,1
"1288","Jayden Denegal","San Diego State","BC",4.52254414558411,11.6970270872116,2
"1289","Jayden Denegal","San Diego State","BL",-0.389604270458221,-11.1213639378548,8
"1290","Jayden Denegal","San Diego State","BR",1.53593072295189,12.0988547801971,6
"1291","Jayden Denegal","San Diego State","DC",3.35973072052002,51.3093173503876,1
"1292","Jayden Denegal","San Diego State","DL",3.58564341068268,-5.33696370465415,7
"1293","Jayden Denegal","San Diego State","DR",-3.40388178825378,-35.3661686182022,3
"1294","Jayden Denegal","San Diego State","MC",-3.19713509082794,-17.5613466650248,4
"1295","Jayden Denegal","San Diego State","ML",5.36772751808167,33.7973415851593,4
"1296","Jayden Denegal","San Diego State","MR",2.14170145988464,-0.551796704530716,4
"1297","Jayden Denegal","San Diego State","SC",-1.63836073875427,-15.033932775259,3
"1298","Jayden Denegal","San Diego State","SL",0.368184804916382,-1.55367446797235,14
"1299","Jayden Denegal","San Diego State","SR",-0.247773349285126,-15.5377881867545,7
"1300","Jayden Maiava","USC","BC",0.809392690658569,10.6176495552063,1
"1301","Jayden Maiava","USC","BL",2.68849396705627,-4.22643423080444,6
"1302","Jayden Maiava","USC","BR",-4.86372411251068,-2.0448964375716,13
"1303","Jayden Maiava","USC","DC",11.5466315746307,21.5552024543285,4
"1304","Jayden Maiava","USC","DL",9.10997152328491,26.5935083230337,3
"1305","Jayden Maiava","USC","DR",9.70686393976212,21.781160235405,5
"1306","Jayden Maiava","USC","MC",5.69928872585297,-13.5345235466957,10
"1307","Jayden Maiava","USC","ML",-1.07494187355042,-23.3523931354284,8
"1308","Jayden Maiava","USC","MR",10.0388135910034,20.2029910352495,9
"1309","Jayden Maiava","USC","SC",12.3092361688614,24.1655067602793,15
"1310","Jayden Maiava","USC","SL",2.12614190578461,4.84694713040402,19
"1311","Jayden Maiava","USC","SR",15.9648899435997,18.8820024952292,20
"1312","Jayden Mandal","Fresno State","BC",-2.06529641151428,6.13791644573212,3
"1313","Jayden Mandal","Fresno State","BL",1.58386814594269,8.21019008755684,5
"1314","Jayden Mandal","Fresno State","BR",-2.33579581975937,7.4261491948908,11
"1315","Jayden Mandal","Fresno State","DL",-0.356405019760132,16.1771326015393,3
"1316","Jayden Mandal","Fresno State","DR",-0.445075750350952,2.2781353443861,4
"1317","Jayden Mandal","Fresno State","MC",2.7858145236969,8.16555321216583,4
"1318","Jayden Mandal","Fresno State","ML",4.82132863998413,-0.42677640914917,5
"1319","Jayden Mandal","Fresno State","MR",0.899432420730591,5.18069546669722,4
"1320","Jayden Mandal","Fresno State","SC",2.12525343894958,-0.929964440209524,7
"1321","Jayden Mandal","Fresno State","SL",4.60996663570404,10.5180859565735,6
"1322","Jayden Mandal","Fresno State","SR",-0.979065299034119,-3.00210691057146,16
"1323","Jaylen Henderson","Liberty","BL",2.79542589187622,10.8184516429901,1
"1324","Jaylen Henderson","Liberty","DC",-0.547879457473755,-41.6047930717468,1
"1325","Jaylen Henderson","Liberty","DL",5.99175071716309,68.815740942955,1
"1326","Jaylen Henderson","Liberty","MC",-1.19334936141968,-65.2606785297394,1
"1327","Jaylen Henderson","Liberty","MR",-0.441536903381348,-52.7176439762115,1
"1328","Jaylen Henderson","Liberty","SC",1.19136619567871,32.4774086475372,1
"1329","Jaylen Henderson","Liberty","SL",4.02565503120422,31.4739614725113,2
"1330","Jaylen Raynor","Iowa State","BC",-0.992303133010864,11.019366979599,1
"1331","Jaylen Raynor","Iowa State","BL",-1.10448542237282,-4.86807703971863,5
"1332","Jaylen Raynor","Iowa State","BR",1.65056484937668,14.2703461647034,5
"1333","Jaylen Raynor","Iowa State","DC",1.63700331747532,-7.08803653717041,5
"1334","Jaylen Raynor","Iowa State","DL",5.60513353347778,63.069424033165,2
"1335","Jaylen Raynor","Iowa State","DR",-2.07743835449219,-18.1553322076797,5
"1336","Jaylen Raynor","Iowa State","MC",9.5752284526825,17.4526011943817,5
"1337","Jaylen Raynor","Iowa State","ML",-0.963623106479645,-17.5297039250533,6
"1338","Jaylen Raynor","Iowa State","SC",-3.07684910297394,-32.5541829690337,4
"1339","Jaylen Raynor","Iowa State","SL",1.09235000610352,-21.5683192014694,4
"1340","Jaylen Raynor","Iowa State","SR",-0.727929294109344,-18.8454382949405,9
"1341","Jaylen White","Charlotte","SL",0.0627362132072449,27.0540297031403,1
"1342","Jeremy Hecklinski","Iowa","BL",1.43072128295898,12.0829403400421,1
"1343","Jeremy Hecklinski","Iowa","BR",-1.13220262527466,-33.6832940578461,2
"1344","Jeremy Hecklinski","Iowa","DL",-1.42400288581848,-46.475538611412,1
"1345","Jeremy Hecklinski","Iowa","DR",-0.762855529785156,-44.2641913890839,1
"1346","Jeremy Hecklinski","Iowa","MC",-1.02487087249756,-18.2140380144119,2
"1347","Jeremy Hecklinski","Iowa","MR",0.891131401062012,10.8998998999596,4
"1348","Jeremy Hecklinski","Iowa","SC",-2.39254236221313,-46.5381607413292,4
"1349","Jeremy Hecklinski","Iowa","SL",2.54598736763,1.91014111042023,4
"1350","Jeremy Hecklinski","Iowa","SR",-2.16723626852036,-20.1116234064102,5
"1351","Jeremy Hecklinski","Iowa",NA,-1.46717095375061,-71.910560131073,1
"1352","Jimmy Gregg","Syracuse","BC",3.55469059944153,25.9635388851166,1
"1353","Jimmy Sullivan","Iowa","BL",-0.211541175842285,-88.9243721961975,1
"1354","Jimmy Sullivan","Iowa","BR",-0.79323148727417,11.7429375648499,1
"1355","Jimmy Sullivan","Iowa","SC",-1.12417709827423,-67.8199768066406,1
"1356","Jimmy Sullivan","Iowa","SL",0.520875453948975,34.052848815918,1
"1357","John Alan Richter","Toledo","BC",0.0463037490844727,4.28793728351593,4
"1358","John Alan Richter","Toledo","BL",0.108741402626038,-8.30283910036087,4
"1359","John Alan Richter","Toledo","BR",-5.21430957317352,13.7022897601128,4
"1360","John Alan Richter","Toledo","DC",3.50309556722641,-8.2611882686615,5
"1361","John Alan Richter","Toledo","DL",7.49365150928497,5.76121459404628,6
"1362","John Alan Richter","Toledo","DR",0.821193635463715,3.49945247173309,5
"1363","John Alan Richter","Toledo","MC",6.67332446575165,8.58952552080154,4
"1364","John Alan Richter","Toledo","ML",-3.68281018733978,-15.3181650365392,12
"1365","John Alan Richter","Toledo","MR",7.26762866973877,30.1551149537166,6
"1366","John Alan Richter","Toledo","SC",5.81717562675476,14.2485335469246,11
"1367","John Alan Richter","Toledo","SL",5.88233715295792,16.2611685015939,11
"1368","John Alan Richter","Toledo","SR",4.09954777359962,-3.23504570871592,20
"1369","John Mateer","Oklahoma","BC",-0.537776470184326,0.453208014369011,2
"1370","John Mateer","Oklahoma","BL",-3.77996355295181,-10.0711478127374,9
"1371","John Mateer","Oklahoma","BR",0.961860477924347,11.4164819320043,6
"1372","John Mateer","Oklahoma","DC",11.218729197979,17.4223557114601,6
"1373","John Mateer","Oklahoma","DL",-0.820271134376526,-15.5537448823452,4
"1374","John Mateer","Oklahoma","DR",-1.2687323987484,-41.7748600244522,3
"1375","John Mateer","Oklahoma","MC",10.3868062496185,16.8006807565689,6
"1376","John Mateer","Oklahoma","ML",5.15064573287964,1.85542106628418,5
"1377","John Mateer","Oklahoma","MR",1.89421617984772,-5.50848245620728,4
"1378","John Mateer","Oklahoma","SC",8.14354780316353,15.2127480642362,11
"1379","John Mateer","Oklahoma","SL",-1.25222754478455,6.30741000175476,5
"1380","John Mateer","Oklahoma","SR",-0.724072158336639,-15.6500610833367,12
"1381","John White","Southern Mississippi","SL",-0.233523964881897,-75.3808796405792,1
"1382","John White","Southern Mississippi","SR",-1.01619267463684,-71.9496488571167,1
"1383","Jojo Stone","Florida International","MC",2.80089521408081,46.9093322753906,1
"1384","Jonas Williams","USC","BL",-1.04693579673767,10.4879945516586,2
"1385","Jonas Williams","USC","BR",0.585515260696411,16.7754411697388,2
"1386","Jonas Williams","USC","DC",-0.319927453994751,-59.5267057418823,1
"1387","Jonas Williams","USC","DR",1.44348621368408,49.987256526947,1
"1388","Jonas Williams","USC","ML",2.48413825035095,30.9363454580307,2
"1389","Jonas Williams","USC","MR",1.08435416221619,32.8114569187164,1
"1390","Jonas Williams","USC","SC",1.3941798210144,25.9105443954468,1
"1391","Jonas Williams","USC","SL",0.470736026763916,19.859379529953,1
"1392","Jonas Williams","USC","SR",0.052215039730072,21.7472553253174,2
"1393","Jordan Malau'ulu","Fresno State","BR",1.55185580253601,9.25968885421753,1
"1394","Josh Hoover","Indiana","BL",-0.91920018196106,-23.1045464674632,3
"1395","Josh Hoover","Indiana","BR",-1.99146354198456,10.9115570783615,2
"1396","Josh Hoover","Indiana","DC",9.64302742481232,31.6782541573048,4
"1397","Josh Hoover","Indiana","DL",3.05355191230774,12.333419919014,2
"1398","Josh Hoover","Indiana","DR",-0.00170290470123291,-16.8828897178173,4
"1399","Josh Hoover","Indiana","MC",1.89798927307129,31.0983717441559,1
"1400","Josh Hoover","Indiana","ML",5.14588260650635,21.8476116657257,4
"1401","Josh Hoover","Indiana","MR",1.08309209346771,-2.21899662699018,7
"1402","Josh Hoover","Indiana","SC",2.75098371505737,51.4859557151794,1
"1403","Josh Hoover","Indiana","SL",8.10957443714142,17.028851211071,10
"1404","Josh Hoover","Indiana","SR",8.09399217367172,6.41213456789652,9
"1405","Joshisa Trader","NC State","SR",-0.203799843788147,26.4619529247284,1
"1406","Julian Lewis","Colorado","BC",-2.64372837543488,16.2072201569875,6
"1407","Julian Lewis","Colorado","BL",1.97248719632626,-6.19099934895834,9
"1408","Julian Lewis","Colorado","BR",4.96724158525467,13.6755151408059,7
"1409","Julian Lewis","Colorado","DC",12.859531879425,33.4054134786129,4
"1410","Julian Lewis","Colorado","DL",-3.96567451953888,-38.2296115159988,2
"1411","Julian Lewis","Colorado","DR",-1.70799267292023,-34.4317842274904,4
"1412","Julian Lewis","Colorado","MC",3.16256582736969,32.1453511714935,2
"1413","Julian Lewis","Colorado","ML",0.995614752173424,2.00927083690961,6
"1414","Julian Lewis","Colorado","MR",0.902629688382149,-16.2910139560699,10
"1415","Julian Lewis","Colorado","SC",10.6911972761154,-5.76427325606346,10
"1416","Julian Lewis","Colorado","SL",-1.44449323415756,0.565341264009476,5
"1417","Julian Lewis","Colorado","SR",3.20327568054199,4.80077151547779,11
"1418","Julian Sayin","Ohio State","BL",-1.97872638702393,7.86978870630264,5
"1419","Julian Sayin","Ohio State","BR",1.07519125938416,13.5244762897491,5
"1420","Julian Sayin","Ohio State","DC",-0.79597806930542,-63.3329510688782,1
"1421","Julian Sayin","Ohio State","DL",4.45361369848251,21.032846570015,5
"1422","Julian Sayin","Ohio State","DR",13.781303524971,31.6881022283009,7
"1423","Julian Sayin","Ohio State","MC",9.26556825637817,37.3143374919891,4
"1424","Julian Sayin","Ohio State","ML",1.28191658854485,-10.7095437496901,10
"1425","Julian Sayin","Ohio State","MR",7.27640807628632,25.2926681722914,7
"1426","Julian Sayin","Ohio State","SC",1.68360835313797,9.64579603501729,7
"1427","Julian Sayin","Ohio State","SL",8.59104007482529,10.1141603456603,18
"1428","Julian Sayin","Ohio State","SR",1.78481005877256,-4.06391769647598,8
"1429","Julian Sayin","Ohio State",NA,0.704676389694214,27.3127436637878,1
"1430","Jyron Hughley","West Virginia","MR",3.49962496757507,35.9204173088074,1
"1431","K'saan Farrar","Colorado State","BC",-0.863657832145691,11.7939591407776,1
"1432","K'saan Farrar","Colorado State","BL",-2.25291585922241,-6.47459149360657,5
"1433","K'saan Farrar","Colorado State","BR",-2.97289508581161,11.3822269439697,5
"1434","K'saan Farrar","Colorado State","DC",-0.556619167327881,-61.3130807876587,1
"1435","K'saan Farrar","Colorado State","DL",1.38720053434372,7.97152767578761,3
"1436","K'saan Farrar","Colorado State","MC",1.71603655815125,30.9641242027283,1
"1437","K'saan Farrar","Colorado State","MR",1.99614787101746,45.2953577041626,1
"1438","K'saan Farrar","Colorado State","SC",-1.75161761045456,-23.5601752996445,6
"1439","K'saan Farrar","Colorado State","SL",-2.37745416164398,-18.8989326357841,4
"1440","K'saan Farrar","Colorado State","SR",-1.55630308389664,-33.7314050644636,2
"1441","KJ Jackson","Arkansas","BC",-0.990322589874268,-22.353310585022,5
"1442","KJ Jackson","Arkansas","BL",7.76930207014084,6.56415522098541,12
"1443","KJ Jackson","Arkansas","BR",-4.34204334020615,-1.48138783872128,10
"1444","KJ Jackson","Arkansas","DC",-1.16612255573273,-55.1458656787872,1
"1445","KJ Jackson","Arkansas","DL",1.56737694144249,-9.58376355469227,5
"1446","KJ Jackson","Arkansas","DR",-4.56995159387589,-36.0774055123329,4
"1447","KJ Jackson","Arkansas","MC",1.94025933742523,-10.8449682593346,4
"1448","KJ Jackson","Arkansas","ML",10.3044145852327,14.15656208992,11
"1449","KJ Jackson","Arkansas","MR",0.850077033042908,-18.7819252411524,3
"1450","KJ Jackson","Arkansas","SC",7.1962948590517,1.83526995990958,14
"1451","KJ Jackson","Arkansas","SL",5.30351197719574,8.97456987627915,14
"1452","KJ Jackson","Arkansas","SR",-1.91240870952606,-27.085683380182,13
"1453","Kadin Semonza","Tulane","BL",3.6710279583931,11.7546995480855,3
"1454","Kadin Semonza","Tulane","BR",-4.75494694709778,-23.2943999767303,5
"1455","Kadin Semonza","Tulane","DC",5.48846864700317,43.9997911453247,1
"1456","Kadin Semonza","Tulane","DL",2.17182150483131,-11.3204430788755,8
"1457","Kadin Semonza","Tulane","DR",0.501487135887146,-1.21795137723287,3
"1458","Kadin Semonza","Tulane","MC",4.75170063972473,17.7978972593943,6
"1459","Kadin Semonza","Tulane","ML",3.14422857761383,5.37565561632315,6
"1460","Kadin Semonza","Tulane","MR",-2.19333389401436,-3.3135361969471,7
"1461","Kadin Semonza","Tulane","SC",4.2278870344162,6.33156538009644,5
"1462","Kadin Semonza","Tulane","SL",-7.28356938064098,-13.2976960390806,12
"1463","Kadin Semonza","Tulane","SR",0.829903304576874,-9.25215196151,13
"1464","Kahleil Jackson","Florida","DL",4.46753168106079,67.4300819635391,1
"1465","Kalieb Osborne","Connecticut","BC",0.735563218593597,7.43553638458252,1
"1466","Kalieb Osborne","Connecticut","BL",4.13515865802765,10.864179333051,6
"1467","Kalieb Osborne","Connecticut","BR",-2.73814308643341,-22.4494119485219,6
"1468","Kalieb Osborne","Connecticut","DC",9.35856807231903,33.4198592230678,4
"1469","Kalieb Osborne","Connecticut","DL",4.00873452425003,-4.43155989050865,9
"1470","Kalieb Osborne","Connecticut","DR",1.31188064813614,-14.4704379141331,4
"1471","Kalieb Osborne","Connecticut","MC",11.9000042676926,21.7465847730637,8
"1472","Kalieb Osborne","Connecticut","ML",-3.58618241548538,-17.1989925205708,5
"1473","Kalieb Osborne","Connecticut","MR",1.37403780221939,9.04011733829975,5
"1474","Kalieb Osborne","Connecticut","SC",0.507882952690125,25.8471131324768,2
"1475","Kalieb Osborne","Connecticut","SL",0.406978011131287,-10.5282220575545,9
"1476","Kalieb Osborne","Connecticut","SR",9.12079519033432,13.2757991552353,8
"1477","Kam Davis","Liberty","MR",-0.503007888793945,-40.6170129776001,1
"1478","Kamario Taylor","Mississippi State","BC",-2.80793112516403,13.6529698967934,4
"1479","Kamario Taylor","Mississippi State","BL",0.250079870223999,-7.11461186408997,5
"1480","Kamario Taylor","Mississippi State","BR",0.0653489828109741,-1.63244091802173,9
"1481","Kamario Taylor","Mississippi State","DC",1.74899905920029,13.8615265488625,2
"1482","Kamario Taylor","Mississippi State","DL",10.2634245753288,11.8536274880171,8
"1483","Kamario Taylor","Mississippi State","DR",4.89427518844604,28.0520737171173,3
"1484","Kamario Taylor","Mississippi State","MC",4.17605066299438,32.3171377182007,3
"1485","Kamario Taylor","Mississippi State","ML",0.114110946655273,-6.25204890966415,2
"1486","Kamario Taylor","Mississippi State","MR",12.9315345287323,8.28024094754999,11
"1487","Kamario Taylor","Mississippi State","SC",5.29493188858032,14.6355140209198,5
"1488","Kamario Taylor","Mississippi State","SL",3.14185988903046,-20.1178347319365,10
"1489","Kamario Taylor","Mississippi State","SR",5.73826920986176,-2.15835173924764,18
"1490","Kaneal Sweetwyne","Colorado","BL",0.783039569854736,10.9566330909729,1
"1491","Kaneal Sweetwyne","Colorado","BR",-0.984528303146362,11.1687690019608,2
"1492","Kaneal Sweetwyne","Colorado","DC",-1.0812474489212,-63.0527317523956,1
"1493","Kaneal Sweetwyne","Colorado","ML",-0.411726474761963,-5.35464584827423,2
"1494","Kaneal Sweetwyne","Colorado","MR",-0.451834678649902,-69.9882745742798,1
"1495","Kaneal Sweetwyne","Colorado","SL",-0.522375106811523,18.5086250305176,1
"1496","Kaneal Sweetwyne","Colorado","SR",0.523548603057861,27.2741377353668,2
"1497","Karle Lacey Jr.","Texas","BR",0.760442733764648,12.6257568597794,2
"1498","Karle Lacey Jr.","Texas","ML",2.23477053642273,38.2658183574677,2
"1499","Karle Lacey Jr.","Texas","SL",1.49492478370667,3.5144567489624,4
"1500","Katin Houser","Illinois","BL",2.57882821559906,-3.65695527621678,7
"1501","Katin Houser","Illinois","BR",-0.206284940242767,2.38016992807388,8
"1502","Katin Houser","Illinois","DC",-0.807372808456421,-42.0227736234665,1
"1503","Katin Houser","Illinois","DL",13.3139979839325,41.8389876683553,6
"1504","Katin Houser","Illinois","DR",-0.563550233840942,-35.3251487016678,1
"1505","Katin Houser","Illinois","MC",3.48497223854065,42.6763415336609,2
"1506","Katin Houser","Illinois","ML",4.71599173545837,6.52079009092771,13
"1507","Katin Houser","Illinois","MR",2.49510407447815,13.7112830579281,5
"1508","Katin Houser","Illinois","SC",2.97243899106979,35.083332657814,2
"1509","Katin Houser","Illinois","SL",10.9022098779678,15.4675260186195,16
"1510","Katin Houser","Illinois","SR",-0.220689088106155,0.328939714852502,17
"1511","Keelon Russell","Alabama","BC",1.75228500366211,12.9870116710663,1
"1512","Keelon Russell","Alabama","BL",0.475618958473206,-37.5404447317123,2
"1513","Keelon Russell","Alabama","BR",7.47042679786682,13.2981760161264,7
"1514","Keelon Russell","Alabama","DL",-1.35053253173828,-39.2232894897461,1
"1515","Keelon Russell","Alabama","DR",9.55090308189392,43.654123544693,5
"1516","Keelon Russell","Alabama","MC",3.52248477935791,55.8921873569489,1
"1517","Keelon Russell","Alabama","ML",6.96644032001495,28.7363390127818,6
"1518","Keelon Russell","Alabama","MR",5.58880287408829,47.7013438940048,3
"1519","Keelon Russell","Alabama","SC",2.4562281370163,10.8593218028545,4
"1520","Keelon Russell","Alabama","SL",3.9969117641449,10.5885533822907,9
"1521","Keelon Russell","Alabama","SR",-6.06530612707138,-4.7676853214701,12
"1522","Keisean Henderson","Houston","BR",4.07258033752441,11.9218230247498,1
"1523","Keisean Henderson","Houston","DL",-0.462987899780273,-41.3002640008926,1
"1524","Keisean Henderson","Houston","DR",-0.489500403404236,-38.2252544164658,1
"1525","Keisean Henderson","Houston","MR",0.513730049133301,25.0737369060516,1
"1526","Keisean Henderson","Houston","SC",1.65541839599609,26.3078808784485,2
"1527","Keisean Henderson","Houston","SL",0.373682498931885,21.0572242736816,1
"1528","Keisean Henderson","Houston","SR",1.50131416320801,52.1437555551529,1
"1529","Keldric Luster","Ball State","BC",-2.93895274400711,11.9546487927437,4
"1530","Keldric Luster","Ball State","BL",3.317203104496,12.0208668708801,5
"1531","Keldric Luster","Ball State","BR",-5.37608826160431,14.6152707663449,11
"1532","Keldric Luster","Ball State","DC",2.95645189285278,34.6313834190369,1
"1533","Keldric Luster","Ball State","DL",1.62936675548553,-16.6408318281174,5
"1534","Keldric Luster","Ball State","DR",3.69970858097076,12.8265932202339,4
"1535","Keldric Luster","Ball State","MC",0.182276546955109,-26.9732022285461,5
"1536","Keldric Luster","Ball State","ML",4.76297318935394,42.9605960845947,2
"1537","Keldric Luster","Ball State","MR",-3.42385625839233,-14.3540148707953,11
"1538","Keldric Luster","Ball State","SC",2.50988864898682,11.8730445702871,6
"1539","Keldric Luster","Ball State","SL",-0.326951801776886,-6.03220224380493,15
"1540","Keldric Luster","Ball State","SR",-3.32333844900131,-8.18402980764707,15
"1541","Kenny Minchey","Kentucky","BL",10.5553019046783,3.75082939863205,12
"1542","Kenny Minchey","Kentucky","BR",1.28272124752402,-1.00094079971313,7
"1543","Kenny Minchey","Kentucky","DC",7.90624010562897,11.0674428939819,5
"1544","Kenny Minchey","Kentucky","DL",-1.48221802711487,-30.1150023937225,1
"1545","Kenny Minchey","Kentucky","DR",1.05571109056473,-20.0530235966047,6
"1546","Kenny Minchey","Kentucky","MC",3.2186803817749,32.5058907270432,2
"1547","Kenny Minchey","Kentucky","ML",0.0849350690841675,-11.0325187444687,2
"1548","Kenny Minchey","Kentucky","MR",6.27001082897186,11.8273586034775,6
"1549","Kenny Minchey","Kentucky","SC",-2.80101203918457,-13.2047057151794,10
"1550","Kenny Minchey","Kentucky","SL",6.40459513664246,20.7230588155133,7
"1551","Kenny Minchey","Kentucky","SR",2.99250274896622,-7.53516224878175,14
"1552","Kevin Jennings","SMU","BC",0.0740127563476562,10.8647584915161,2
"1553","Kevin Jennings","SMU","BL",3.03275312483311,12.715046107769,4
"1554","Kevin Jennings","SMU","BR",-0.180097341537476,12.4361753463745,4
"1555","Kevin Jennings","SMU","DC",2.41726613044739,13.249334692955,2
"1556","Kevin Jennings","SMU","DR",8.72510266304016,41.5813994407654,5
"1557","Kevin Jennings","SMU","MC",12.2940227985382,22.8104185312986,4
"1558","Kevin Jennings","SMU","MR",4.56242513656616,9.99371608098348,3
"1559","Kevin Jennings","SMU","SC",8.29054015874863,8.5660994052887,10
"1560","Kevin Jennings","SMU","SL",0.731813669204712,24.1324067115784,1
"1561","Kevin Jennings","SMU","SR",-2.4360339641571,-22.8198984430896,9
"1562","Keyone Jenkins","UCF","BL",-0.270311832427979,10.1864218711853,1
"1563","Keyone Jenkins","UCF","BR",-2.21314883232117,-38.231235742569,2
"1564","Keyone Jenkins","UCF","DL",-0.744298100471497,-36.9504451751709,1
"1565","Keyone Jenkins","UCF","DR",-1.27056658267975,-34.846442937851,1
"1566","Keyone Jenkins","UCF","MC",2.72853755950928,4.85615531603495,3
"1567","Keyone Jenkins","UCF","ML",0.378382503986359,4.21940883000691,3
"1568","Keyone Jenkins","UCF","SC",-1.58040142059326,-67.5534248352051,1
"1569","Keyone Jenkins","UCF","SL",0.860924959182739,-73.1914728879929,2
"1570","Keyone Jenkins","UCF","SR",1.43816339969635,11.3376331329346,5
"1571","Khalil Wilkins","Marshall","BC",-0.159793972969055,12.4803781509399,1
"1572","Khalil Wilkins","Marshall","BR",0.151827067136765,11.4941358566284,1
"1573","Khalil Wilkins","Marshall","DL",-1.23193216323853,-28.8594052195549,2
"1574","Khalil Wilkins","Marshall","ML",1.99493253231049,42.8475141525269,2
"1575","Khalil Wilkins","Marshall","SR",-0.693974256515503,-18.8406705856323,2
"1576","Khamoni Robinson","Toledo","DC",-0.491970539093018,-41.9342935085297,1
"1577","Khamoni Robinson","Toledo","DR",-0.486855030059814,-37.773722410202,1
"1578","Khamoni Robinson","Toledo","MR",0.355096817016602,31.5168976783752,1
"1579","Khamoni Robinson","Toledo","SC",-0.15694785118103,-23.7645715475082,2
"1580","Khristian Martin","Fresno State","BL",-0.00521701574325562,12.6926779747009,2
"1581","Kirk Francis","Texas Tech","DR",-0.507940530776978,-7.57470577955246,1
"1582","L.Weaver","San Jose State","SR",-0.381035774946213,33.2039833068848,1
"1583","LaNorris Sellers","South Carolina","BC",-0.325620889663696,10.3386729955673,2
"1584","LaNorris Sellers","South Carolina","BL",0.836972773075104,-0.395137923104422,7
"1585","LaNorris Sellers","South Carolina","BR",6.45872396230698,12.7901011043125,9
"1586","LaNorris Sellers","South Carolina","DC",-1.06386125087738,-27.183410525322,5
"1587","LaNorris Sellers","South Carolina","DL",-1.79300332069397,-45.2579975128174,3
"1588","LaNorris Sellers","South Carolina","DR",6.52543103694916,40.2321053047975,3
"1589","LaNorris Sellers","South Carolina","MC",4.89091598987579,-5.30256509780884,5
"1590","LaNorris Sellers","South Carolina","ML",1.06341814994812,16.6973890736699,4
"1591","LaNorris Sellers","South Carolina","MR",2.1559807062149,22.8872500360012,3
"1592","LaNorris Sellers","South Carolina","SC",-0.114112675189972,3.27072367072105,8
"1593","LaNorris Sellers","South Carolina","SL",-0.817531406879425,-17.5734000901381,12
