"qb","school","bin","epa","cpoe","passes"
"619","Christopher Vizzina","Clemson","SR",-1.48572739958763,14.6136295050383,4
"620","Cibastian Broughton","Akron","BC",0.728554725646973,12.0983868837357,2
"621","Cibastian Broughton","Akron","BL",-4.91836285591125,6.16383680275508,14
"622","Cibastian Broughton","Akron","BR",-0.336049452424049,16.1361932754517,13
"623","Cibastian Broughton","Akron","DL",-0.457266449928284,-50.4215121269226,1
"624","Cibastian Broughton","Akron","DR",3.23291063308716,50.2152338624001,2
"625","Cibastian Broughton","Akron","MC",-2.190633893013,-12.8002285957336,4
"626","Cibastian Broughton","Akron","ML",-1.06167960166931,-6.40552043914795,2
"627","Cibastian Broughton","Akron","MR",0.899183034896851,-15.261103771627,4
"628","Cibastian Broughton","Akron","SC",0.263784170150757,28.4389480948448,4
"629","Cibastian Broughton","Akron","SL",-1.98047861456871,24.4786202907562,9
"630","Cibastian Broughton","Akron","SR",0.564756631851196,-8.69487805498971,9
"631","Cole Ballard","Kansas","DL",3.26703476905823,62.5933736562729,1
"632","Cole Ballard","Kansas","ML",-1.26970839500427,-61.1720740795135,2
"633","Cole Ballard","Kansas","SL",1.40164411067963,27.6052514712016,3
"634","Cole Ballard","Kansas","SR",2.54525685310364,27.8143107891083,1
"635","Cole Geer","Virginia","DC",2.70493841171265,53.2468348741531,1
"636","Cole Geer","Virginia","MR",-1.82741594314575,-38.0654364824295,1
"637","Cole Geer","Virginia","SL",-0.41677451133728,-69.6865081787109,1
"638","Cole Geer","Virginia","SR",2.72897291183472,32.2165131568909,1
"639","Cole Gonzales","Charlotte","BL",-2.65262025594711,0.321397483348846,10
"640","Cole Gonzales","Charlotte","BR",1.15593093633652,12.5698606173197,12
"641","Cole Gonzales","Charlotte","DC",6.01517164707184,18.2093729575475,3
"642","Cole Gonzales","Charlotte","DL",-2.62895894050598,-36.6111576557159,3
"643","Cole Gonzales","Charlotte","DR",7.71787655353546,64.2547736565272,3
"644","Cole Gonzales","Charlotte","MC",-0.409548997879028,-34.7697071731091,4
"645","Cole Gonzales","Charlotte","ML",3.01243412494659,9.02688149362803,8
"646","Cole Gonzales","Charlotte","MR",10.0482620000839,39.1298664112886,6
"647","Cole Gonzales","Charlotte","SC",-0.212989330291748,-28.7943909565608,3
"648","Cole Gonzales","Charlotte","SL",0.859208393841982,-4.6782622621818,22
"649","Cole Gonzales","Charlotte","SR",2.07598501443863,21.0579708218575,17
"650","Colorado","Colorado","BC",-0.361955642700195,-73.2499778270721,1
"651","Colton Joseph","Wisconsin","BL",4.68682517111301,2.75896668434143,10
"652","Colton Joseph","Wisconsin","BR",0.798815250396729,-20.6979586018456,9
"653","Colton Joseph","Wisconsin","DC",4.69669836759567,-43.3771471182505,3
"654","Colton Joseph","Wisconsin","DL",5.3370041847229,59.8440319299698,2
"655","Colton Joseph","Wisconsin","DR",4.60249304771423,17.6277345046401,4
"656","Colton Joseph","Wisconsin","MC",-3.6555483341217,-68.3205644289653,3
"657","Colton Joseph","Wisconsin","ML",7.41637718677521,5.44759863987565,8
"658","Colton Joseph","Wisconsin","MR",3.39096224308014,-9.25811305642128,8
"659","Colton Joseph","Wisconsin","SC",2.97212934494019,26.6618594527245,4
"660","Colton Joseph","Wisconsin","SL",3.16804277896881,-1.48292225785553,16
"661","Colton Joseph","Wisconsin","SR",2.35229378938675,-1.69160645455122,16
"662","Conner Harrell","Charlotte","BL",-0.461437702178955,13.7281954288483,1
"663","Conner Harrell","Charlotte","BR",-0.634527444839478,14.5055174827576,2
"664","Conner Harrell","Charlotte","DL",4.44523906707764,71.6894179582596,1
"665","Conner Harrell","Charlotte","SC",-0.52780544757843,35.6233060359955,1
"666","Conner Harrell","Charlotte","SR",-1.00267267227173,-59.5002710819244,1
"667","Conner Weigman","Houston","BC",-0.0992903709411621,10.4609787464142,1
"668","Conner Weigman","Houston","BL",-0.288234829902649,12.3980939388275,6
"669","Conner Weigman","Houston","BR",9.38638490438461,9.92549315094948,10
"670","Conner Weigman","Houston","DL",7.15155243873596,24.7993667920431,3
"671","Conner Weigman","Houston","DR",7.09304010868073,20.7871933467686,4
"672","Conner Weigman","Houston","MC",3.3772833943367,-6.12680554389954,5
"673","Conner Weigman","Houston","ML",1.97091042995453,-12.8701116889715,8
"674","Conner Weigman","Houston","MR",-0.792364478111267,-15.35240188241,6
"675","Conner Weigman","Houston","SC",2.36942154169083,3.28101052178277,9
"676","Conner Weigman","Houston","SL",3.05764400959015,3.79959344863892,15
"677","Conner Weigman","Houston","SR",7.59442135691643,5.1126742227511,11
"678","Connor Barry","Penn State","BL",-0.949220061302185,13.502562046051,1
"679","Connor Barry","Penn State","SL",1.21109235286713,30.389940738678,1
"680","Connor Moberly","Iowa State","MR",0.592111468315125,30.9158563613892,1
"681","Connor Moberly","Iowa State","SR",1.74188220500946,28.3343493938446,1
"682","Cutter Boley","Arizona State","BC",-2.54030025005341,-37.2493088245392,2
"683","Cutter Boley","Arizona State","BL",2.52734410762787,3.66561221224921,14
"684","Cutter Boley","Arizona State","BR",-2.71792382001877,-3.85151276221642,13
"685","Cutter Boley","Arizona State","DC",2.79772108793259,-9.86074109872182,3
"686","Cutter Boley","Arizona State","DL",-0.365886628627777,-24.865066409111,5
"687","Cutter Boley","Arizona State","DR",6.94192361831665,21.6628134250641,4
"688","Cutter Boley","Arizona State","MC",6.75099968910217,12.7376200897353,7
"689","Cutter Boley","Arizona State","ML",4.69549405574799,-10.0444012880325,5
"690","Cutter Boley","Arizona State","MR",2.88544452190399,0.383968864168442,7
"691","Cutter Boley","Arizona State","SC",6.05802693963051,33.6993324259917,6
"692","Cutter Boley","Arizona State","SL",5.00190049409866,-1.23409256339073,8
"693","Cutter Boley","Arizona State","SR",0.840154588222504,-15.6462178565562,8
"694","Cutter Woods","South Carolina","BR",1.69563579559326,19.4635003805161,2
"695","Cutter Woods","South Carolina","DC",-0.415586709976196,-40.9240871667862,1
"696","Cutter Woods","South Carolina","DL",2.05867576599121,61.2973213195801,1
"697","Cutter Woods","South Carolina","ML",-0.756687164306641,-64.0442907810211,1
"698","Cutter Woods","South Carolina","SC",-1.5473644733429,-10.27422696352,1
"699","Cutter Woods","South Carolina","SL",0.159607172012329,25.7360875606537,1
"700","Cutter Woods","South Carolina","SR",-0.714880704879761,-11.2513363361359,3
"701","Cutter Woods","South Carolina",NA,0.839071750640869,37.1649503707886,1
"702","D'Shawntae Jones","Miami (OH)","BL",0.272649049758911,22.0121920108795,1
"703","D'Shawntae Jones","Miami (OH)","DC",3.64484906196594,51.0738879442215,1
"704","DJ Lagway","Baylor","BL",-2.0893249809742,-20.6240693728129,3
"705","DJ Lagway","Baylor","BR",-0.757195770740509,-37.1573090553284,2
"706","DJ Lagway","Baylor","DC",9.84419131278992,28.5138793289661,4
"707","DJ Lagway","Baylor","DL",0.30400288105011,-7.36505587895711,3
"708","DJ Lagway","Baylor","DR",-2.62528622150421,-34.5509111881256,2
"709","DJ Lagway","Baylor","MC",2.64603400230408,2.2215207417806,3
"710","DJ Lagway","Baylor","ML",6.53907918930054,24.9448674917221,5
"711","DJ Lagway","Baylor","MR",-3.17612391710281,-42.9087966680527,6
"712","DJ Lagway","Baylor","SC",-3.19216644763947,-30.4140935341517,6
"713","DJ Lagway","Baylor","SL",8.14336723089218,-7.82005608081818,10
"714","DJ Lagway","Baylor","SR",-4.63638257980347,-15.4127313031091,9
"715","Da'Realyst Clark","Kent State","DR",2.10109400749207,68.556547164917,1
"716","Dan Mahan","Duke","BR",-1.69421100616455,-87.4342381954193,1
"717","Dan Mahan","Duke","ML",-1.74731159210205,-53.9214611053467,1
"718","Daniel Beale","Louisiana","DL",-0.4440758228302,-51.5971839427948,1
"719","Daniel Beale","Louisiana","MR",1.38719129562378,36.8289113044739,1
"720","Daniel Beale","Louisiana","SR",0.896082639694214,22.5887775421143,3
"721","Daniel Kaelin","Nebraska","BR",-0.694601774215698,10.3996098041534,1
"722","Daniel Kaelin","Nebraska","SC",-0.96077287197113,-73.3538269996643,1
"723","Dante Moore","Oregon","BC",3.19129800796509,9.90557074546814,2
"724","Dante Moore","Oregon","BL",-2.3593156337738,-5.32259047031403,6
"725","Dante Moore","Oregon","BR",-11.0204247236252,11.3576802611351,10
"726","Dante Moore","Oregon","DC",14.7968564033508,25.4285031557083,5
"727","Dante Moore","Oregon","DL",1.99981284141541,-11.4654555916786,4
"728","Dante Moore","Oregon","DR",8.24201321601868,28.8664059979575,7
"729","Dante Moore","Oregon","MC",6.30146276950836,-1.75614476203918,5
"730","Dante Moore","Oregon","ML",-5.12023305892944,-31.8904407322407,4
"731","Dante Moore","Oregon","MR",-1.30574870109558,-13.905035952727,3
"732","Dante Moore","Oregon","SC",7.57208546996117,5.47732174396515,10
"733","Dante Moore","Oregon","SL",7.28816962242126,9.10097493065728,9
"734","Dante Moore","Oregon","SR",-2.39207755029202,-0.278352728734412,24
"735","Darian Mensah","Miami","BC",-0.666489481925964,10.3710114955902,1
"736","Darian Mensah","Miami","BL",-2.88789856433868,11.7188863456249,8
"737","Darian Mensah","Miami","BR",6.43080180883408,14.1798517920754,11
"738","Darian Mensah","Miami","DC",3.8400399684906,59.7828775644302,1
"739","Darian Mensah","Miami","DL",0.348734140396118,-15.0048891703288,3
"740","Darian Mensah","Miami","DR",-0.694044947624207,6.57646084825198,3
"741","Darian Mensah","Miami","MC",5.65649485588074,24.4582805037498,5
"742","Darian Mensah","Miami","ML",14.564361333847,43.4473816837583,7
"743","Darian Mensah","Miami","MR",2.36088240146637,10.7738442718983,5
"744","Darian Mensah","Miami","SC",3.8888658285141,39.8517370223999,2
"745","Darian Mensah","Miami","SL",7.88235294818878,22.617460380901,11
"746","Darian Mensah","Miami","SR",-2.55876651406288,20.3157289822896,15
"747","Darius Curry","Colorado State","DL",-0.966761350631714,-36.9828104972839,1
"748","Darius Curry","Colorado State","SC",3.54710173606873,34.5188677310944,3
"749","Darius Curry","Colorado State","SL",0.982495248317719,-3.27126383781433,3
"750","Darius Curry","Colorado State","SR",2.63501358032227,27.1207451820374,1
"751","David Amador II","UT San Antonio","DR",4.61689853668213,64.4220352172852,1
"752","David McComb","Miami (OH)","BC",2.54263782501221,6.93672969937325,2
"753","David McComb","Miami (OH)","BL",0.0120322406291962,-17.3983565398625,7
"754","David McComb","Miami (OH)","BR",-6.27793118357658,-20.9022489190102,10
"755","David McComb","Miami (OH)","DC",5.1858274936676,44.1250666975975,2
"756","David McComb","Miami (OH)","DL",3.74805772304535,4.77176370720069,6
"757","David McComb","Miami (OH)","DR",5.93402826786041,10.3119870647788,8
"758","David McComb","Miami (OH)","MC",1.89874458312988,-13.808211684227,2
"759","David McComb","Miami (OH)","ML",4.48229503631592,-6.78061296542485,6
"760","David McComb","Miami (OH)","MR",11.0997373461723,31.9187151061164,9
"761","David McComb","Miami (OH)","SL",2.60707759857178,3.01344825161828,9
"762","David McComb","Miami (OH)","SR",2.39449286460876,11.8237944319844,8
"763","Davin Wydner","Louisville","BL",0.833419322967529,14.4614517688751,1
"764","Davin Wydner","Louisville","SL",1.29259610176086,-21.683606505394,2
"765","Davin Wydner","Louisville","SR",-0.0162301063537598,25.5948483943939,1
"766","Davis Warren","Stanford","BL",-2.31549662351608,-60.0186944007874,3
"767","Davis Warren","Stanford","BR",-6.06549790501595,-8.78544476899234,11
"768","Davis Warren","Stanford","DC",1.48815202713013,26.2758187949657,2
"769","Davis Warren","Stanford","DL",-1.58844214677811,-29.732558131218,2
"770","Davis Warren","Stanford","DR",-4.24570167064667,-24.8052958399057,8
"771","Davis Warren","Stanford","MC",6.29522931575775,-9.33761516852038,14
"772","Davis Warren","Stanford","ML",4.10201001167297,4.65306624770164,10
"773","Davis Warren","Stanford","MR",0.18573397397995,-8.21912989020348,5
"774","Davis Warren","Stanford","SC",-0.966955751180649,1.36697962880135,10
"775","Davis Warren","Stanford","SL",1.77610719203949,10.5265908874571,24
"776","Davis Warren","Stanford","SR",2.14267344772816,-1.98804338773092,18
"777","Deante Ruffin","Kent State","BL",-0.556679844856262,13.1192266941071,1
"778","Deante Ruffin","Kent State","BR",-0.821804046630859,-10.3471390902996,1
"779","Deante Ruffin","Kent State","SL",-1.06843090057373,-39.9578988552094,1
"780","Demond Williams Jr.","Washington","BC",-2.13981568813324,13.8998419046402,4
"781","Demond Williams Jr.","Washington","BL",-8.09141710400581,2.46182908969266,14
"782","Demond Williams Jr.","Washington","BR",3.27448207139969,-3.04172469509972,18
"783","Demond Williams Jr.","Washington","DC",-0.235172986984253,-0.503329932689667,2
"784","Demond Williams Jr.","Washington","DL",-1.16693240404129,-8.16833029190699,6
"785","Demond Williams Jr.","Washington","DR",1.99637508392334,-11.3633075729012,4
"786","Demond Williams Jr.","Washington","MC",-1.08289390802383,-8.22423373659452,3
"787","Demond Williams Jr.","Washington","ML",2.18046319484711,11.6478070616722,9
"788","Demond Williams Jr.","Washington","MR",19.8775886297226,34.7503669559956,12
"789","Demond Williams Jr.","Washington","SC",1.27034670114517,23.7161502242088,8
"790","Demond Williams Jr.","Washington","SL",2.21822881698608,-13.4679476420085,12
"791","Demond Williams Jr.","Washington","SR",3.37878906726837,1.82295865379274,16
"792","Dereon Coleman","Miami","BL",1.14674043655396,12.3403906822205,1
"793","Dereon Coleman","Miami","MR",-0.283740282058716,-40.5404537916183,1
"794","Dereon Coleman","Miami","SL",0.260477304458618,23.6597537994385,1
"795","Dereon Coleman","Miami","SR",-0.113169193267822,19.7019338607788,1
"796","Deshawn Purdie","Liberty","BL",-1.97715783119202,-49.783597389857,3
"797","Deshawn Purdie","Liberty","BR",1.37429851293564,12.8501830001672,6
"798","Deshawn Purdie","Liberty","DC",7.81457674503326,14.0062582492828,5
"799","Deshawn Purdie","Liberty","DL",11.3578445911407,22.0419670322112,7
"800","Deshawn Purdie","Liberty","DR",3.22425270080566,25.0226388374964,3
"801","Deshawn Purdie","Liberty","MC",8.26068586111069,-7.10486960597336,16
"802","Deshawn Purdie","Liberty","ML",3.44707727432251,22.8929698467255,3
"803","Deshawn Purdie","Liberty","MR",-1.62881743907928,-24.6362683176994,10
"804","Deshawn Purdie","Liberty","SC",1.86051100492477,12.8413662314415,4
"805","Deshawn Purdie","Liberty","SL",7.04008939862251,28.4764928477151,7
"806","Deshawn Purdie","Liberty","SR",-5.71989905834198,-6.72773131552865,17
"807","Deuce Bailey","Coastal Carolina","BC",0.699400186538696,-23.3889907598495,2
"808","Deuce Bailey","Coastal Carolina","BL",-3.53088349103928,-11.9649216532707,4
"809","Deuce Bailey","Coastal Carolina","BR",-1.10973936319351,-7.49674116571745,6
"810","Deuce Bailey","Coastal Carolina","DC",16.2581742405891,20.301026188665,9
"811","Deuce Bailey","Coastal Carolina","DL",6.34981441497803,-6.37561762705445,8
"812","Deuce Bailey","Coastal Carolina","DR",-0.306931495666504,-8.16857566436132,6
"813","Deuce Bailey","Coastal Carolina","MC",10.8958836197853,14.6891719238325,11
"814","Deuce Bailey","Coastal Carolina","ML",-2.07369422912598,-15.0747763924301,8
"815","Deuce Bailey","Coastal Carolina","MR",13.0307686328888,-8.13031405210495,15
"816","Deuce Bailey","Coastal Carolina","SC",2.15493734925985,-16.6876316070557,16
"817","Deuce Bailey","Coastal Carolina","SL",6.00818377733231,-6.47186837159097,16
"818","Deuce Bailey","Coastal Carolina","SR",-2.6154733300209,-4.81468819909626,18
"819","Deuce Knight","Ole Miss","ML",2.2834335565567,19.5105358958244,3
"820","Deuce Knight","Ole Miss","SC",-0.523906707763672,-8.0721952021122,1
"821","Deuce Knight","Ole Miss","SL",0.345433801412582,21.5570151805878,1
"822","Deuce Knight","Ole Miss","SR",0.0093843936920166,-26.1953145265579,2
"823","Devon Dampier","Utah","BC",0.384382009506226,9.05423561731974,3
"824","Devon Dampier","Utah","BL",0.464362502098083,13.9823098977407,3
"825","Devon Dampier","Utah","BR",2.14673161506653,-4.94679272174835,10
"826","Devon Dampier","Utah","DL",-3.6565403342247,-41.6161727905273,5
"827","Devon Dampier","Utah","DR",11.6546166241169,9.99985873699188,10
"828","Devon Dampier","Utah","MC",7.4362131357193,31.4003631472588,4
"829","Devon Dampier","Utah","ML",0.780685424804688,37.8443241119385,1
"830","Devon Dampier","Utah","MR",1.54908442497253,8.99207293987274,5
"831","Devon Dampier","Utah","SC",3.08430397510529,8.67388149102529,6
"832","Devon Dampier","Utah","SL",4.6527042388916,6.3293319940567,10
"833","Devon Dampier","Utah","SR",10.9930259585381,7.81398862600327,16
"834","Dexter Williams II","Tulsa","BC",-0.553553879261017,-9.91211980581284,1
"835","Dexter Williams II","Tulsa","BL",-1.48628032207489,-12.4876007437706,4
"836","Dexter Williams II","Tulsa","BR",-2.05640637874603,-20.0381815433502,3
"837","Dexter Williams II","Tulsa","DL",2.05241096019745,13.3985385298729,2
"838","Dexter Williams II","Tulsa","DR",2.40594840049744,15.517421066761,2
"839","Dexter Williams II","Tulsa","MC",1.42629957199097,12.6372165977955,2
"840","Dexter Williams II","Tulsa","ML",-1.49847060441971,-56.1511337757111,2
"841","Dexter Williams II","Tulsa","MR",-0.0663846731185913,7.06635788083076,3
"842","Dexter Williams II","Tulsa","SC",0.296051383018494,-24.3226021528244,2
"843","Dexter Williams II","Tulsa","SL",4.39737588167191,3.43746542930603,5
"844","Dexter Williams II","Tulsa","SR",-0.723097026348114,-79.3818593025208,1
"845","Draiden Trudeau","San Diego State","DL",-2.28995442390442,-27.6713728904724,1
"846","Drake Lindsey","Minnesota","BC",1.08042216300964,11.3268226385117,2
"847","Drake Lindsey","Minnesota","BL",-6.89873170852661,-18.5665117369758,9
"848","Drake Lindsey","Minnesota","BR",-6.73046576976776,-11.9909530336207,11
"849","Drake Lindsey","Minnesota","DC",-1.11811900138855,-12.2862408558528,3
"850","Drake Lindsey","Minnesota","DL",3.13075876235962,65.6672656536102,1
"851","Drake Lindsey","Minnesota","DR",4.77541399002075,5.00038415193558,2
"852","Drake Lindsey","Minnesota","MC",2.78508698940277,-4.28982548415661,10
"853","Drake Lindsey","Minnesota","ML",2.62713313102722,-8.54156017303467,7
"854","Drake Lindsey","Minnesota","MR",5.11599332094193,-5.08229434490204,10
"855","Drake Lindsey","Minnesota","SC",4.67319241166115,-0.874332406304099,11
"856","Drake Lindsey","Minnesota","SL",3.48437809944153,-2.95224726200104,15
"857","Drake Lindsey","Minnesota","SR",12.8619825839996,16.4579249918461,21
"858","Drew Devillier","Florida Atlantic","SL",-0.957130372524261,-71.4534997940063,1
"859","Drew Mestemaker","Oklahoma State","BC",-0.787170767784119,23.8564431667328,2
"860","Drew Mestemaker","Oklahoma State","BL",-3.05076378583908,3.72577548027039,10
"861","Drew Mestemaker","Oklahoma State","BR",-4.37643766403198,-7.12563853178705,14
"862","Drew Mestemaker","Oklahoma State","DC",4.63585197925568,3.20612415671349,4
"863","Drew Mestemaker","Oklahoma State","DL",4.70066869258881,27.565496340394,5
"864","Drew Mestemaker","Oklahoma State","DR",-0.644493579864502,-50.3104627132416,1
"865","Drew Mestemaker","Oklahoma State","MC",14.0769104361534,10.6766613630148,13
"866","Drew Mestemaker","Oklahoma State","ML",8.12488687038422,17.1720781496593,7
"867","Drew Mestemaker","Oklahoma State","MR",6.59611630439758,4.06243395474222,9
"868","Drew Mestemaker","Oklahoma State","SC",1.46547883749008,-8.45573395490646,12
"869","Drew Mestemaker","Oklahoma State","SL",1.42384138703346,-2.79600865074566,14
"870","Drew Mestemaker","Oklahoma State","SR",-0.432993769645691,6.21638793498278,20
"871","Drew Miller","Georgia","BR",-1.67805480957031,-87.2017443180084,1
"872","Dru DeShields","Kent State","BC",-2.55347883701324,-0.55861622095108,2
"873","Dru DeShields","Kent State","BL",-3.07830664515495,-21.2160100539525,6
"874","Dru DeShields","Kent State","BR",0.546887427568436,9.60539033015569,6
"875","Dru DeShields","Kent State","DC",3.40688228607178,60.958981513977,1
"876","Dru DeShields","Kent State","DL",2.6655764579773,60.0295275449753,1
"877","Dru DeShields","Kent State","DR",10.9058688879013,73.4900116920471,3
"878","Dru DeShields","Kent State","MC",-0.274074196815491,-17.010435461998,2
"879","Dru DeShields","Kent State","ML",0.0860239267349243,-0.0235591704646764,6
"880","Dru DeShields","Kent State","MR",-2.96472811698914,-11.3187210261822,5
"881","Dru DeShields","Kent State","SC",-1.16718864440918,14.0167078003287,4
"882","Dru DeShields","Kent State","SL",-3.46451145410538,-15.2856412988443,13
"883","Dru DeShields","Kent State","SR",-1.26141029596329,-4.46692066533225,7
"884","Dusty Zimmer","Southern Mississippi","MC",5.27586555480957,36.7610454559326,1
"885","Dylan Lonergan","Rutgers","BL",1.37477654218674,56.8703338503838,2
"886","Dylan Lonergan","Rutgers","BR",-0.756724119186401,-17.7817980448405,3
"887","Dylan Lonergan","Rutgers","DC",2.93143177032471,6.61603212356567,2
"888","Dylan Lonergan","Rutgers","DL",9.21580696105957,69.9773669242859,1
"889","Dylan Lonergan","Rutgers","DR",-3.52328932285309,-36.1163169145584,4
"890","Dylan Lonergan","Rutgers","MC",10.7598049044609,-0.890946388244629,8
"891","Dylan Lonergan","Rutgers","ML",-0.202412009239197,-24.4192779064178,4
"892","Dylan Lonergan","Rutgers","MR",5.16193878650665,3.07998219504952,8
"893","Dylan Lonergan","Rutgers","SC",7.82014161348343,-12.8664847215017,15
"894","Dylan Lonergan","Rutgers","SL",-1.49384939670563,-77.9824882745743,2
"895","Dylan Lonergan","Rutgers","SR",3.9968626499176,9.50280074030161,12
"896","Dylan Raiola","Oregon","BR",1.11621177196503,12.2344598174095,4
"897","Dylan Raiola","Oregon","DC",-4.14740800857544,60.7400625944138,1
"898","Dylan Raiola","Oregon","ML",4.13631677627563,53.1841963529587,3
"899","Dylan Raiola","Oregon","MR",0.413174152374268,37.0283663272858,1
"900","Dylan Raiola","Oregon","SL",0.444074153900146,23.3636915683746,1
"901","Dylan Raiola","Oregon","SR",3.12010955810547,42.9647013545036,2
"902","EJ Colson Jr.","UTEP","BL",-1.78966182470322,10.8870105817914,8
"903","EJ Colson Jr.","UTEP","BR",2.06467413902283,11.7128044366837,2
"904","EJ Colson Jr.","UTEP","DC",8.81068068742752,8.10273140668869,4
"905","EJ Colson Jr.","UTEP","DL",-1.037921667099,-45.6915661692619,2
"906","EJ Colson Jr.","UTEP","MC",3.14058637619019,53.8898080587387,1
"907","EJ Colson Jr.","UTEP","ML",-0.0998016595840454,-7.41932466626167,4
"908","EJ Colson Jr.","UTEP","MR",1.58329510688782,2.38121896982193,2
"909","EJ Colson Jr.","UTEP","SC",3.26375758647919,2.78648734092712,4
"910","EJ Colson Jr.","UTEP","SL",-0.838965475559235,-26.6563422977924,8
"911","EJ Colson Jr.","UTEP","SR",4.95234024524689,23.9270597696304,6
"912","Easton Messer","Florida Atlantic","BL",-0.759433805942535,-7.63683021068573,1
"913","Edward Griffin","Baylor","BR",-0.441338062286377,-89.2862200737,1
"914","Edward Griffin","Baylor","MC",-0.235522568225861,36.520779132843,1
"915","Edward Griffin","Baylor","SC",-1.68558669090271,-45.9422528743744,1
"916","Edward Griffin","Baylor","SR",1.19790959358215,-20.30268907547,2
"917","Eli Holstein","Virginia","BL",1.1271653175354,15.7191812992096,1
"918","Eli Holstein","Virginia","BR",-0.0395040512084961,16.1333322525024,1
"919","Eli Holstein","Virginia","MC",-0.404271125793457,-10.4856386780739,1
"920","Eli Holstein","Virginia","MR",0.00876116752624512,-12.2431755065918,2
"921","Eli Holstein","Virginia","SR",0.293378829956055,33.2572400569916,1
"922","Elijah Brown","Washington","BC",3.90858721733093,15.1583909988403,1
"923","Elijah Brown","Washington","MR",2.60732388496399,34.0678691864014,1
"924","Elijah Brown","Washington","SR",-0.452431678771973,-49.0731358528137,1
"925","Elijah Holmes","Buffalo","BC",-1.38828217983246,18.0374264717102,2
"926","Elijah Holmes","Buffalo","BL",-4.2586635351181,13.2639706134796,3
"927","Elijah Holmes","Buffalo","BR",-5.11489880084991,-20.596531778574,8
"928","Elijah Holmes","Buffalo","DC",-1.16659927368164,-41.1121591925621,2
"929","Elijah Holmes","Buffalo","DL",1.6882426738739,19.6439045667648,5
"930","Elijah Holmes","Buffalo","DR",3.14630937576294,56.1518639326096,1
"931","Elijah Holmes","Buffalo","MC",0.725072145462036,30.6772470474243,1
"932","Elijah Holmes","Buffalo","ML",-5.03903073072433,-53.028130531311,6
"933","Elijah Holmes","Buffalo","MR",0.51982319355011,-8.66331458091736,4
"934","Elijah Holmes","Buffalo","SC",-3.64570105075836,0.598804801702499,5
"935","Elijah Holmes","Buffalo","SL",6.72064560651779,3.46911359917034,11
"936","Elijah Holmes","Buffalo","SR",3.14573487639427,-6.89547892127718,14
"937","Elijah Leonard","Missouri State","SR",0.865545928478241,22.3669111728668,1
"938","Emory Williams","East Carolina","BR",-3.53315436840057,11.0361009836197,2
"939","Emory Williams","East Carolina","MC",-0.511153221130371,-65.9517526626587,1
"940","Emory Williams","East Carolina","ML",1.10660195350647,35.2525055408478,1
"941","Emory Williams","East Carolina","SC",-2.75328612327576,-9.02477651834488,1
"942","Emory Williams","East Carolina","SL",0.960393488407135,31.417179107666,1
"943","Ethan Grunkemeyer","Virginia Tech","BC",3.1950775384903,15.8808082342148,4
"944","Ethan Grunkemeyer","Virginia Tech","BL",-0.261243343353271,2.46436595916748,10
"945","Ethan Grunkemeyer","Virginia Tech","BR",-3.66545104980469,1.71063542366028,10
"946","Ethan Grunkemeyer","Virginia Tech","DC",-1.04130339622498,-42.523555457592,2
"947","Ethan Grunkemeyer","Virginia Tech","DL",-0.0619027614593506,-34.5600634813309,1
"948","Ethan Grunkemeyer","Virginia Tech","DR",-2.08783310651779,-29.8521101474762,7
"949","Ethan Grunkemeyer","Virginia Tech","MC",13.5867428779602,33.3124786615372,8
"950","Ethan Grunkemeyer","Virginia Tech","ML",6.16351828724146,13.4263660226549,7
"951","Ethan Grunkemeyer","Virginia Tech","MR",3.39913010597229,38.5663777589798,2
"952","Ethan Grunkemeyer","Virginia Tech","SC",0.981176495552063,11.6159436603387,9
"953","Ethan Grunkemeyer","Virginia Tech","SL",22.9505605697632,4.54256143420935,16
"954","Ethan Grunkemeyer","Virginia Tech","SR",6.33580881357193,13.615924368302,24
"955","Ethan Grunkemeyer","Virginia Tech",NA,0.0880551338195801,12.7190411090851,1
"956","Ethan Hampton","Southern Mississippi","BC",-2.27677059173584,-22.9987144470215,2
"957","Ethan Hampton","Southern Mississippi","BL",-2.85771724581718,-24.3726248924549,13
"958","Ethan Hampton","Southern Mississippi","BR",-2.16945469379425,-7.65845285994666,7
"959","Ethan Hampton","Southern Mississippi","DC",-0.64326286315918,-37.8199338912964,1
"960","Ethan Hampton","Southern Mississippi","DL",-0.920064568519592,-34.7093671560287,1
"961","Ethan Hampton","Southern Mississippi","DR",-0.524343311786652,-28.8746893405914,1
"962","Ethan Hampton","Southern Mississippi","MC",5.44630098342896,34.0749457478523,4
"963","Ethan Hampton","Southern Mississippi","ML",3.25136470794678,42.2961086034775,2
"964","Ethan Hampton","Southern Mississippi","MR",1.40958818793297,-2.38925218582153,8
"965","Ethan Hampton","Southern Mississippi","SC",4.07890036702156,-9.77806150913239,8
"966","Ethan Hampton","Southern Mississippi","SL",-1.70290070772171,-4.76936830414666,9
"967","Ethan Hampton","Southern Mississippi","SR",3.55581579357386,5.064400604793,14
"968","Ethan Hampton","Southern Mississippi",NA,-1.22931122779846,-8.40013399720192,1
"969","Ethan Thanthanavong","Kent State","ML",0.403420716524124,40.0107741355896,1
"970","Ethan Thanthanavong","Kent State","SC",-1.38562178611755,-71.5223670005798,1
"971","Ethan Vasko","Liberty","SR",2.49000358581543,34.3923926353455,1
"972","Ethan Washington","Army","BC",0.767169952392578,11.3206624984741,1
"973","Ethan Washington","Army","BL",-0.0291457772254944,11.9100630283356,1
