"year","qb","offense_play","sr_pct","epa_pct","er_pct","ed_pct","ld_pct","pass_pct","rush_pct","sack_pct","to_pct"
"1",2014,"A. Appleby","Purdue",4.54305335446381,6.23349181193872,3.06391970417327,21.2361331220285,3.27522451135763,3.01109350237718,43.7400950871632,75.7263602746962,15.7950343370312
"2",2014,"A. Boone","Duke",20.7606973058637,26.7828843106181,9.40306391970417,33.1748547279451,26.7828843106181,17.1156893819334,69.3608029582673,93.0797675647121,51.135763338616
"3",2014,"A. Grammer","Middle Tennessee",43.8457474907554,37.9292128895932,63.3122028526149,31.4315900686741,49.7094558901215,28.3676703645008,80.4543053354464,27.4696249339673,12.3085050184892
"4",2014,"A. Hendrix","Miami (OH)",38.351822503962,46.9624933967248,80.1901743264659,47.1737982039091,46.1701003697834,50.2377179080824,82.4617010036978,12.9424194400423,10.6708927628104
"5",2014,"A. Jennings","LSU",8.82197569994717,14.6328578975172,23.3755942947702,11.7802430005283,30.3750660327522,14.2102482831484,33.1748547279451,10.4067617538299,33.2276809297412
"6",2014,"A. Long","Syracuse",6.70892762810355,9.03328050713154,17.1685155837295,2.69413629160064,45.5890121500264,14.1574220813524,31.2202852614897,11.9915478077126,77.1790808240888
"7",2014,"A. Mcgough","Florida International",2.8526148969889,3.75066032752245,5.44109878499736,5.54675118858954,8.61067089276281,2.11304807184364,27.2054939249868,8.32012678288431,34.3370311674591
"8",2014,"A. Mcnulty","North Texas",10.6180665610143,15.4252509244585,5.99577390385632,48.7585842577919,5.17696777601691,20.919175911252,31.8541996830428,53.7242472266244,79.7147385103011
"9",2014,"A. Robinson","UTSA",0.316957210776547,0.42260961436873,1.47913365029054,2.64131008980454,0.475435816164815,0.950871632329631,30.6920232435288,17.4062334918119,50.8716323296355
"10",2014,"A. Solomon","Arizona",30.3750660327522,44.0042260961437,35.5520338087691,59.2181722134179,27.7337559429477,60.8029582673006,56.6296883254094,37.770734284205,72.9001584786054
"11",2014,"B. Allen","Arkansas",39.1442155309033,57.6862123613312,70.8399366085578,45.4833597464342,66.2440570522979,72.9001584786054,10.8821975699947,86.3180137348125,65.9799260433175
"12",2014,"B. Bridge","South Alabama",16.4289487585843,11.9915478077126,44.5853143159007,19.0702588483888,11.2519809825674,7.23718964606445,28.1035393555203,22.8737453777073,15.689381933439
"13",2014,"B. Burrell","Fresno State",27.0470153195985,20.7078711040676,28.2091917591125,15.1611199154781,38.2989963021659,6.18066561014263,76.4923402007396,23.6661384046487,0.950871632329631
"14",2014,"B. Decker","UNLV",36.1859482303222,28.6318013734812,38.8800845219229,21.0248283148442,46.7511885895404,24.5113576333862,58.5842577918648,19.756999471738,2.8526148969889
"15",2014,"B. Doughty","Western Kentucky",91.0195456946645,93.4495509772847,93.2910723718965,89.4347596407818,92.4986793449551,98.7849973586899,41.7855256207079,87.7443211833069,8.34653988378236
"16",2014,"B. Frohnapfel","Massachusetts",24.3528790279979,53.8827258320127,65.3988378235605,52.0866349709456,52.7205493924987,71.526677231907,21.0776545166403,67.0364500792393,15.4252509244585
"17",2014,"B. Hundley","UCLA",78.8695192815637,65.3460116217644,46.6983623877443,67.9873217115689,58.3729529846804,69.5721077654517,87.4801901743265,13.946117274168,43.1590068674062
"18",2014,"B. Kaaya","Miami",31.7485472794506,51.3470681458003,67.5647120972002,45.5890121500264,55.9429477020602,64.553618594823,22.7152667723191,64.553618594823,9.35023771790808
"19",2014,"B. Petty","Baylor",75.7527733755943,72.1605916534601,51.188589540412,92.7628103539355,19.4928684627575,86.4764923402007,49.2340200739567,63.0216587427364,46.8568409931326
"20",2014,"B. Silvers","Troy",30.7712625462229,31.0618066561014,20.4437400950872,22.6096143687269,50.1848917062863,32.9635499207607,45.5361859482303,32.9107237189646,70.8927628103539
"21",2014,"B. Sims","Alabama",95.8267300581088,91.3365029054411,94.2419440042261,72.8473322768093,96.3549920760697,94.7173798203909,68.621236133122,87.797147385103,11.040676175383
"22",2014,"B. Wallace","Ole Miss",30.5335446381405,34.3898573692552,42.419440042261,51.8753301637612,20.6550449022715,66.7194928684628,0.211304807184365,25.4094030639197,14.4743792921289
"23",2014,"C. Brown","Maryland",23.1642894875858,14.3159006867406,9.11251980982567,15.4780771262546,23.8774432118331,2.79978869519282,80.1373481246698,10.1426307448494,35.1294241944004
"24",2014,"C. Clements","UAB",48.3359746434231,48.811410459588,64.8177496038035,61.8594823032224,34.6011621764395,53.460116217644,44.8494453248811,21.1568938193344,34.5483359746434
"25",2014,"C. Cook","Michigan State",80.4278922345483,86.8462757527734,90.5705229793978,85.7897517168516,77.0734284204966,91.6006339144216,34.6539883782356,88.37823560486,28.6846275752773
"26",2014,"C. Fajardo","Nevada",49.6038034865293,51.6111991547808,63.0480718436344,42.7363972530375,60.1162176439514,33.0692023243529,95.8795562599049,66.9307976756471,12.1500264131009
"27",2014,"C. Hackenberg","Penn State",21.0248283148442,6.07501320655045,4.01479133650291,3.80348652931854,26.5715795034337,0.42260961436873,8.39936608557845,17.0100369783413,0.158478605388268
"28",2014,"C. Halliday","Washington State",64.553618594823,58.9540412044374,57.580559957739,62.7575277337559,50.5018489170629,82.3560486001057,12.3613312202853,83.3597464342314,18.013734812467
"29",2014,"C. Kessler","USC",78.2884310618066,90.9667194928685,88.2725832012678,75.594294770206,95.4041204437401,96.9360802958267,41.4157422081352,37.823560486001,71.3153724247227
"30",2014,"C. Kirkegaard","Wyoming",30.6391970417327,34.4426835710512,67.3005810882198,29.3185419968304,43.4759640781828,36.1859482303222,56.1014263074485,5.62599049128367,11.8330692023244
